Project,Repo,Project license,Repo License,Sourcerank
NPM/jselection,https://github.com/webrary/jSelection,MIT,AGPL-3.0,7
NPM/cellscript,https://github.com/WeAreBreak/cellscript,MIT,GPL-2.0,7
NPM/mapquest-geojson,https://github.com/giuseppezileni/mapquest-geojson,MIT,CC0-1.0,7
NPM/saiku-react-bootstrap-tabs,https://github.com/OSBI/saiku-react-bootstrap-tabs,MIT,Apache-2.0,7
NPM/3c,https://github.com/baidao/npm-3c,MIT,ISC,7
NPM/node-weixin-coupon,https://github.com/lgyhitler/node-weixin-coupon,MIT,Apache-2.0,7
NPM/cake-outdated,https://github.com/sakejs/sake-outdated,MIT,BSD-3-Clause,7
NPM/hapi-ember-fastboot,https://github.com/webstronauts/hapi-ember-fastboot,MIT,ISC,7
NPM/node-apk-signature,https://github.com/arthur-zhang/node-apk-signature,MIT,Apache-2.0,7
NPM/ada-pack,https://github.com/topolr/ada-pack,MIT,Apache-2.0,7
NPM/doomjs,https://github.com/codezilla-it/doom,MIT,BSD-2-Clause,7
NPM/gulp-qdom,https://github.com/hugohu/gulp-qdom,MIT,Apache-2.0,7
NPM/generator-modx-package,https://github.com/jpdevries/generator-modx-package,MIT,GPL-2.0,7
NPM/sherlock-api,https://github.com/bmson/sherlock.js,MIT,GPL-2.0,7
NPM/scale-names,https://github.com/danigb/scale-names,MIT,GPL-2.0,7
NPM/loopback-component-storage-qiniu,https://github.com/lijingwei9060/loopback-component-sorage-qiniu,MIT,Apache-2.0,7
NPM/sd-roasters,https://github.com/francismakes/local-sandiego-coffee,MIT,Apache-2.0,7
NPM/cake-watch,https://github.com/sakejs/sake-watch,MIT,BSD-3-Clause,7
NPM/cake-chai,https://github.com/sakejs/sake-chai,MIT,BSD-3-Clause,7
NPM/saas-plat-ui,https://github.com/saas-plat/saas-plat-ui,MIT,GPL-3.0,7
NPM/vwxyz-boilerplate,https://github.com/philholden/component-boilerplate,MIT,CC0-1.0,7
NPM/dz-cube,https://github.com/duozhun-fe/components,MIT,Unlicense,7
NPM/okauth,https://github.com/pi0/okauth,MIT,MPL-2.0,7
NPM/trelliscopejs-lib,https://github.com/hafen/trelliscopejs-lib,MIT,BSD-3-Clause,7
NPM/penguins-eggs,https://github.com/pieroproietti/penguins-eggs,MIT,GPL-2.0,7
NPM/sonite,https://github.com/noxan/sonite,MIT,BSD-3-Clause,7
NPM/nodebb-plugin-ifsta-api,https://github.com/martin-williams/nodebb-plugin-ifsta-api,MIT,BSD-2-Clause,7
NPM/firemodel,https://github.com/kshunz/firemodel,MIT,ISC,7
NPM/webpack-gulp,https://github.com/vianch/webpack-gulp,MIT,GPL-3.0,7
NPM/sails-hook-blueprint-filters,https://github.com/buraktt/sails-hook-blueprint-filters,MIT,GPL-3.0,7
NPM/redis-messagepack,https://github.com/conscia/node-redis-messagepack,MIT,GPL-3.0,7
NPM/microservicebus-node,https://github.com/qbranch-code/microservicebus-node,MIT,Apache-2.0,7
NPM/react-native-vs-charts,https://github.com/bretdabaker/react-native-vs-charts,MIT,BSD-3-Clause,7
NPM/thisisasimplenumberformatter,https://github.com/Zippy-McDoodlebury/number-formatter,MIT,Unlicense,7
NPM/io-source,https://github.com/bencompton/io-source,MIT,Apache-2.0,7
NPM/sneakers,https://github.com/shippjs/shipp,MIT,Apache-2.0,7
NPM/chunked-dc,https://github.com/saltyrtc/chunked-dc-js,"MIT,Apache-2.0",Apache-2.0,7
NPM/yflow,https://github.com/faylai/yflow,MIT,Apache-2.0,7
NPM/nyama,https://github.com/EvilDevRu/nyama,MIT,BSD-3-Clause,7
NPM/jsreport-html-to-text,https://github.com/jsreport/jsreport-html-to-text,MIT,LGPL-3.0,7
NPM/react-native-mupdf,https://github.com/davearata/react-native-mupdf,MIT,AGPL-3.0,7
NPM/@unumux/willow,https://github.com/unumux/willow,MIT,GPL-3.0,7
NPM/creonit-markup,https://github.com/creonit-dev/markup,MIT,GPL-3.0,7
NPM/react-native-quickblox,https://github.com/githubandrewd/react-native-quickblox,MIT,GPL-3.0,7
NPM/simplejack,https://github.com/jmendeth/simplejack,MIT,ISC,7
NPM/ionic-calendar,https://github.com/devendrap/ionic-calendar,MIT,Apache-2.0,7
NPM/picker.js,https://github.com/GeekAb/picker.js,MIT,Apache-2.0,7
NPM/goatee-rules.js,https://github.com/sjorek/goatee-rules.js,"Apache-2.0,MIT",Apache-2.0,7
NPM/andes-plex,https://github.com/andes/plex,MIT,GPL-3.0,7
NPM/bigmoby-hooked-web3-provider,https://github.com/bigmoby/hooked-web3-provider,MIT,GPL-3.0,7
NPM/express-res-js,https://github.com/heineiuo/express-res-js,MIT,Apache-2.0,7
NPM/translate-maker-require-hook,https://github.com/CherryProjects/translate-maker-require-hook,MIT,Apache-2.0,7
NPM/angel.co-promise,https://github.com/ArkeologeN/angel.co-node,MIT,GPL-2.0,7
NPM/nodebb-plugin-sso-oauth-yuri,https://github.com/rossleonardy/nodebb-plugin-sso-oauth-yuri,MIT,BSD-2-Clause,7
NPM/zview-mobile-editor,https://github.com/zview/zview-mobile-editor,MIT,Apache-2.0,7
NPM/singlequote,https://github.com/ebdrup/singlequote,MIT,Apache-2.0,7
NPM/spa,https://github.com/Evgenus/spa,MIT,BSD-3-Clause,7
NPM/win10-rocks,https://github.com/DeepElement/win10rocks,MIT,GPL-2.0,7
NPM/js-tokenizer-utils,https://github.com/WeAreBreak/js-tokenizer-utils,MIT,GPL-2.0,7
NPM/hubot-xbmc,https://github.com/markhuge/hubot-xbmc,MIT,Unlicense,7
NPM/cfn-builder,https://github.com/KangarooBox/cfn-builder,MIT,GPL-2.0,7
NPM/pushpush,https://github.com/jamescostian/pushpush,MIT,ISC,7
NPM/highlight-ta,https://github.com/taylor-vann/highlight-ta,MIT,GPL-3.0,7
NPM/sensortag-shake,https://github.com/notthetup/sensortag-shake,MIT,Artistic-2.0,7
NPM/@ignavia/rdf,https://github.com/Ignavia/js-rdf,MIT,ISC,7
NPM/icalstats,https://github.com/radify/icalstats.js,MIT,BSD-3-Clause,7
NPM/cordova-plugin-android-support-v4,https://github.com/floatinghotpot/cordova-plugin-android-support-v4,MIT,BSD-3-Clause,7
NPM/aframe-alongpath,https://github.com/protyze/aframe-alongpath-component,MIT,GPL-3.0,7
NPM/npm-search,https://github.com/dominictarr/npm-search,MIT,GPL-3.0+,7
NPM/express-websocket,https://github.com/olalonde/express-websocket,MIT,BSD-3-Clause,7
NPM/startintervqal,https://github.com/EvanHahn/startInterval,MIT,WTFPL,7
NPM/captain-githook,https://github.com/leakypixel/captain-githook,MIT,ISC,7
NPM/express-coffee-react-views,https://github.com/duereg/express-coffee-react-views,MIT,BSD-3-Clause,7
NPM/doom-tasks,https://github.com/codezilla-it/doom-tasks,MIT,BSD-3-Clause,7
NPM/com-dileepindia-cordova-sms,https://github.com/DILEEP-YADAV/smsreader-dileepindia-cordova-plugin,MIT,Apache-2.0,7
NPM/webot-chat-wall,https://github.com/rogerz/webot-chat-wall,MIT,BSD-3-Clause,7
NPM/xhrpromise,https://github.com/beradrian/xhrpromise,MIT,Apache-2.0,7
NPM/node-red-contrib-123-jenny,https://github.com/jenniferkosta/Node-Red-123-Jenny,MIT,Apache-2.0,7
NPM/js-compiler-utils,https://github.com/WeAreBreak/js-compiler-utils,MIT,GPL-2.0,7
NPM/es5to3-webpack-plugin,https://github.com/wcm-io-frontend/es5to3-webpack-plugin,MIT,Apache-2.0,7
NPM/react-with-materialize,https://github.com/webrich/react-with-materialize,MIT,GPL-3.0,7
NPM/slush-ivomarsan,https://github.com/ivomarsan/initMEAN,MIT,ISC,7
NPM/nodebb-plugin-sso-facebook-confirmed,https://github.com/drewdotpro/nodebb-plugin-sso-facebook-confirmed,MIT,BSD-2-Clause,7
NPM/hatena-server,https://github.com/dylmye/hatena-server,MIT,ISC,7
NPM/jask,https://github.com/CodogoFreddie/jask,MIT,GPL-3.0,7
NPM/voilab-mapper,https://github.com/voilab/voilab-mapper,MIT,BSD-3-Clause,7
NPM/redis-url-cache,https://github.com/ng-consult/redis-url-cache,MIT,LGPL-3.0,7
NPM/compass-version,https://github.com/shinnn/compass-version,MIT,Unlicense,7
NPM/agroups-io-common,https://github.com/jonatasfreitasv/agroups.io,MIT,BSD-3-Clause,7
NPM/gitbook-plugin-style-rewrite,https://github.com/xwartz/gitbook-plugin-style-rewrite,MIT,Apache-2.0,7
NPM/webpack-glob,https://github.com/Fitbit/webpack-cluster,MIT,Apache-2.0,7
NPM/prom-date,https://github.com/digiwano/prom-date,MIT,ISC,7
NPM/generator-aspnet-mvc,https://github.com/sancas/generator-aspnet-mvc,MIT,GPL-3.0,7
NPM/d3-annotate,https://github.com/cmpolis/d3-annotate,MIT,BSD-3-Clause,7
NPM/simple-url-cache,https://github.com/ng-consult/redis-url-cache,MIT,LGPL-3.0,7
NPM/generate_login,https://github.com/jhonyourangel/generate_start_login,MIT,GPL-3.0,7
NPM/browserify-unpack,https://github.com/StudioLabs/devtools-live-browserify-unpack,MIT,BSD-3-Clause,7
NPM/@ondoheer/oniros_cli,https://github.com/AthelasPeru/oniros-cli,MIT,Apache-2.0,7
NPM/wordsoap-cli,https://github.com/raineorshine/wordsoap-cli,MIT,ISC,7
NPM/synq,https://github.com/SYNQfm/SYNQ-Nodejs,MIT,Apache-2.0,7
NPM/eslint-config-adorsys,https://github.com/adorsys/eslint-config-adorsys,MIT,Apache-2.0,7
NPM/quill-highlight,https://github.com/jmquigley/quill-markup,MIT,BSD-3-Clause,7
NPM/cssobjects-loader,https://github.com/DoubleU23/cssobjects-loader,MIT,GPL-3.0,7
NPM/seti,https://github.com/OneScript/Seti,MIT,BSD-3-Clause,7
NPM/icevw,https://github.com/voxsoftware/icevw-old,MIT,Apache-2.0,7
NPM/backbone-rel-partialput,https://github.com/jfschwarz/backbone-partialput,MIT,BSD-3-Clause,7
NPM/react-siesta,https://github.com/mtford90/react-siesta,MIT,Apache-2.0,7
NPM/sails-hook-morgan-loggin,https://github.com/alvaro-paco/sails-hook-morgan-loggin,MIT,Apache-2.0,7
NPM/solutions,https://github.com/phodal/solutions,MIT,CC0-1.0,7
NPM/exhibit-plugin-serve,https://github.com/exhibitjs/exhibit,MIT,BSD-3-Clause,7
NPM/@yavuzmester/time-graph-svg,https://github.com/yavuzmester/time-graph,MIT,Apache-2.0,7
NPM/emusic-dlm,https://github.com/gboysko/emusic-dlm,MIT,GPL-2.0,7
NPM/composr-cli,https://github.com/corbel-platform/composr-cli,MIT,Unlicense,7
NPM/metalpress,https://github.com/axisdefined/metalpress,MIT,GPL-3.0,7
NPM/uci-directory-search,https://github.com/uci-soe/uci-directory-search,MIT,BSD-3-Clause,7
NPM/kaanalnet,https://github.com/sureshkvl/kaanalnet,MIT,Apache-2.0,7
NPM/nodebb-plugin-sso-imleagues,https://github.com/xiaoxinw/nodebb-plugin-sso-imleagues,MIT,BSD-2-Clause,7
NPM/noderpay,https://github.com/vnay92/noderpay,MIT,Unlicense,7
NPM/rxstore-jest,https://github.com/iskandersierra/rxstore-jest,MIT,AGPL-3.0,7
NPM/boing,https://github.com/rudiculous/boing,MIT,ISC,7
NPM/node-red-contrib-http-auth0,https://github.com/cuongquay/node-red-contrib-http-auth0,MIT,Apache-2.0,7
NPM/rd-vue-bootstrap,https://github.com/radical-dreamers/vue-bootstrap,MIT,GPL-3.0,7
NPM/humane-data-pipeline,https://github.com/360fy/humane-pipeline,MIT,LGPL-3.0,7
NPM/ng-domain-prop,https://github.com/rylphs/ng-domain-prop,MIT,BSD-3-Clause,7
NPM/node-beans,https://github.com/qiangyt/qnode-beans,MIT,Apache-2.0,7
NPM/@unumux/theme-coloniallife-default,https://github.com/unumux/theme-coloniallife-default,MIT,GPL-3.0,7
NPM/doppler-slider-js,https://github.com/rquinterof/doppler-slider-js,MIT,GPL-2.0,7
NPM/ad-conventional-changelog,https://github.com/adoyle-h/ad-conventional-changelog,MIT,Apache-2.0,7
NPM/wiktorcmd,https://github.com/Selkonomika/WiktorCMD,MIT,Apache-2.0,7
NPM/ykit-beta,https://github.com/YMFE/ykit,MIT,Apache-2.0,7
NPM/newdavinci-blockly,https://github.com/EmergingTechnologyAdvisors/blockly,MIT,Apache-2.0,7
NPM/cordova-save-image-ios-android,https://github.com/RainyTest/save-image,MIT,Apache-2.0,7
NPM/bespoke-theme-aria3d,https://github.com/aria3d/bespoke-theme-aria3d,MIT,Apache-2.0,7
NPM/exhibit-plugin-uglify,https://github.com/exhibitjs/exhibit,MIT,BSD-3-Clause,7
NPM/@ignavia/hfld,https://github.com/Ignavia/js-hfld,MIT,ISC,7
NPM/teasim-native,https://github.com/teasim/teasim,MIT,BSD-3-Clause,7
NPM/leaflet.msmap,https://github.com/vladimirbuskin/Leaflet.msMap,MIT,Unlicense,7
NPM/mongoose-protector,https://github.com/matt-ward/node-protector,MIT,Apache-2.0,7
NPM/react-native-rsa-jiuye,https://github.com/stefli/react-native-rsa-jiuye,MIT,Unlicense,7
NPM/typex,https://github.com/mklement0/typex,MIT,GPL-3.0+,7
NPM/response-data-delayering,https://github.com/amily4555/response-data-delayering,MIT,Apache-2.0,7
NPM/my_modules,https://github.com/wmhilton/my_modules,MIT,ISC,7
NPM/xpush-client,https://github.com/xpush/node-xpush-client,MIT,Apache-2.0,7
NPM/smart-session,https://github.com/DronRathore/smart-session,MIT,MPL-2.0,7
NPM/vigour-validate-package,https://github.com/vigour-io/validate-package,MIT,ISC,7
NPM/angular2-xgui,https://github.com/01alchemist/angular2-xgui.org,MIT,Apache-2.0,7
NPM/vdata,https://github.com/dekuan/vdata,MIT,Apache-2.0,7
NPM/angular-cross-domain-request,https://github.com/tWinE-xx/angular-cross-domain-request,MIT,Apache-2.0,7
NPM/express-url-breadcrumb,https://github.com/john-doherty/express-url-breadcrumb,MIT,ISC,7
NPM/react-component-date-picker,https://github.com/paulrenenichols/react-component-date-picker,MIT,CC0-1.0,7
NPM/markov-chain-mecab,https://github.com/uraway/markov-chain-mecab,MIT,GPL-2.0,7
NPM/nodebb-plugin-sso-lingvist,https://github.com/lingvist/nodebb-plugin-sso-lingvist,MIT,BSD-2-Clause,7
NPM/geox,https://github.com/sleepycat/geox,MIT,ISC,7
NPM/bez,https://github.com/MrMoranXP/bez,MIT,BSD-2-Clause,7
NPM/spui,https://github.com/lochrist/spui,MIT,Apache-2.0,7
NPM/hain-plugin-baidu,https://github.com/as3long/hain-plugin-baidu,MIT,GPL-2.0,7
NPM/hunter-image,https://github.com/danjool/hunter,MIT,GPL-2.0,7
NPM/conan,https://github.com/FreeAllMedia/conan,MIT,GPL-3.0,7
NPM/dom2json,https://github.com/kahwee/dom2json,MIT,ISC,7
NPM/react-split-test,https://github.com/richardstevens/react-split-test,MIT,Unlicense,7
NPM/@ignavia/earl,https://github.com/Ignavia/js-earl,MIT,ISC,7
NPM/co-waiter,https://github.com/digiwano/co-waiter,MIT,ISC,7
NPM/fake-exenv,https://github.com/bitgenics/fake-exenv,MIT,BSD-3-Clause,7
NPM/sn-logger,https://github.com/smithee-us/sn-logger,MIT,BSD-3-Clause,7
NPM/generator-ng-webapp,https://github.com/gglukmann/generator-ng-webapp,MIT,GPL-2.0,7
NPM/json-schema-to-mongoose,https://github.com/jon49/json-schema-to-mongoose,MIT,Apache-2.0,7
NPM/nodebb-plugin-sso-fpp,https://github.com/osufpp/nodebb-plugin-sso-fpp,MIT,BSD-2-Clause,7
NPM/grunt-file-tags,https://github.com/macd2point0/grunt-file-tags,MIT,BSD-2-Clause,7
NPM/generator-angular2-ts,https://github.com/katallaxie/generator-angular2-ts,MIT,Apache-2.0,7
NPM/makerlab-connector-client,https://github.com/bcjordan/phaser-grunt-boilerplate,MIT,Apache-2.0,7
NPM/hive-rest-api,https://github.com/hivejs/hive-interface-rest-api,MIT,MPL-2.0,7
NPM/dexter-mocks,https://github.com/ShashankaNataraj/Dexter,MIT,GPL-3.0,7
NPM/generator-photonui-widget,https://github.com/wanadev/generator-photonui-widget,MIT,BSD-3-Clause,7
NPM/grunt-cmd-nice,https://github.com/magicsky/grunt-cmd-nice,MIT,Apache-2.0,7
NPM/unxss,https://github.com/techguysid/unXSS,MIT,BSD-2-Clause,7
NPM/xbdd-node,https://github.com/MarshallOfSound/xbdd-node,MIT,Apache-2.0,7
NPM/feflow-plugin-deps,https://github.com/iv-web/feflow-plugin-deps,MIT,Apache-2.0,7
NPM/bundled-gem-spawn,https://github.com/shinnn/compass-version,MIT,Unlicense,7
NPM/force-coverage,https://github.com/jdcrensh/node-force-coverage,MIT,ISC,7
NPM/resin-vcs,https://github.com/resin-io/resin-vcs,MIT,Apache-2.0,7
NPM/gulp-ziggurat,https://github.com/etianen/gulp-ziggurat,MIT,BSD-3-Clause,7
NPM/kuark-istisna,https://github.com/cemtopkaya/kuark-istisna,MIT,Apache-2.0,7
NPM/gitlog-emitter,https://github.com/continuationlabs/gitlog-emitter,MIT,Apache-2.0,7
NPM/group-desc,https://github.com/Web-Front-end-Engineering-Practice/group-desc,MIT,Apache-2.0,7
NPM/grunt-i18nprocessor,https://github.com/ux4utils/grunt-i18nprocessor,MIT,GPL-2.0,7
NPM/generator-kendo-ui,https://github.com/kendo-labs/generator-kendo-ui,MIT,Apache-2.0,7
NPM/calstats.js,https://github.com/radify/calstats.js,MIT,BSD-3-Clause,7
NPM/cocolour,https://github.com/zenozeng/cocolour,MIT,AGPL-3.0,7
NPM/play-state-utils,https://github.com/vigour-io/play-state-utils,MIT,ISC,7
NPM/curluv,https://github.com/eljefedelrodeodeljefe/curl,MIT,ISC,7
NPM/ipv4-to-integer,https://github.com/leakypixel/ipv4-to-integer,MIT,ISC,7
NPM/kube-stream,https://github.com/andrewosh/kube-stream,MIT,Apache-2.0,7
NPM/exhibit-plugin-postcss,https://github.com/exhibitjs/exhibit,MIT,BSD-3-Clause,7
NPM/woodpecker,https://github.com/FuriKuri/woodpecker,MIT,ISC,7
NPM/npmpublisher-test-repo,https://github.com/PublisherX/publisherx-test-repo,MIT,Apache-2.0,7
NPM/mathetats,https://github.com/tetor/mathetats,MIT,MPL-2.0,7
NPM/types.leaflet.heat,https://github.com/Vivien-/types-leaflet-heat,MIT,BSD-2-Clause,7
NPM/netlinkwrapper,https://github.com/JacobFischer/netlinkwrapper,MIT,GPL-2.0,7
NPM/wurflcloud,https://github.com/WURFL/wurfl-cloud-client-nodejs,"MIT,GPL-2.0",GPL-2.0,7
NPM/express-appengine-handlers,https://github.com/homezen/express-appengine-handlers,MIT,BSD-3-Clause,7
NPM/hxsignal,https://github.com/zweimal/HxSignal,MIT,LGPL-3.0,7
NPM/grunt-prune-html,https://github.com/bodylabs/grunt-prune-html,MIT,BSD-2-Clause,7
NPM/kafka0.8,https://github.com/wattgo/node-kafka0.8,MIT,Apache-2.0,7
NPM/less-plugin-ejs-import,https://github.com/purposeindustries/less-plugin-ejs-import,MIT,Apache-2.0,7
NPM/create-test-package,https://github.com/npm/create-test-package,MIT,ISC,7
NPM/css-min-height-scale-dc,https://github.com/davidmarkclements/css-min-height-scale-dc,MIT,ISC,7
NPM/silk-gui,https://github.com/Silk-GUI/Silk,MIT,BSD-2-Clause,7
NPM/vue-wx-js,https://github.com/ickeep/vue-wx-js,MIT,Apache-2.0,7
NPM/meploy,https://github.com/shifthappens/meploy,MIT,GPL-2.0,7
NPM/jg-collapse,https://github.com/jrgleason/jgCollapse,MIT,GPL-2.0,7
NPM/sass-map,https://github.com/StudioLabs/devtools-live-sass-map,MIT,BSD-3-Clause,7
NPM/bunyan_cloudwatch,https://github.com/felixW/bunyan_cloudwatch,MIT,GPL-2.0,7
NPM/pure-json-api,https://github.com/havershlomi/pureApi,MIT,GPL-2.0,7
NPM/react-component-time-input,https://github.com/paulrenenichols/react-component-time-input,MIT,CC0-1.0,7
NPM/casper-sdk,https://github.com/donsunsoft/casper-sdk,MIT,Apache-2.0,7
NPM/graspify2,https://github.com/zoubin/graspify2,MIT,Unlicense,7
NPM/nodeHCC,https://github.com/Walibeiro/nodeHCC,MIT,GPL-3.0,7
NPM/jsong-patch,https://github.com/JSON8/JSON8,MIT,ISC,7
NPM/playbot,https://github.com/vijumathew/playbot,MIT,Apache-2.0,7
NPM/rhelena,https://github.com/tiagostutz/rhelena,MIT,Apache-2.0,7
NPM/taosim,https://github.com/teasim/teasim,MIT,BSD-3-Clause,7
NPM/cordova-plugin-iflyspeech,https://github.com/floatinghotpot/cordova-plugin-iflyspeech,MIT,Apache-2.0,7
NPM/querifyjs,https://github.com/pflannery/queryifyjs,MIT,GPL-3.0,7
NPM/joose-cl,https://github.com/scoobster17/joose,MIT,Artistic-2.0,7
NPM/css-cursors-dc,https://github.com/davidmarkclements/css-cursors-dc,MIT,ISC,7
NPM/react-native-rsa-util,https://github.com/Touna-App-Front-End/react-native-rsa-util,MIT,Apache-2.0,7
NPM/prouix,https://github.com/shafeeqonline/prouix,MIT,BSD-3-Clause,7
NPM/sn-uuid,https://github.com/smithee-us/sn-uuid,MIT,BSD-3-Clause,7
NPM/nodebb-plugin-sso-dropbox,https://github.com/julianlam/nodebb-plugin-sso-dropbox,MIT,BSD-2-Clause,7
NPM/cordova-plugin-android-support-v7-appcompat,https://github.com/floatinghotpot/cordova-plugin-android-support-v7-appcompat,MIT,BSD-3-Clause,7
NPM/jsplus,https://github.com/cuidingfeng/jsplus,MIT,BSD-2-Clause,7
NPM/rollup-plugin-relink,https://github.com/sebastian-software/rollup-plugin-rebase,MIT,Apache-2.0,7
NPM/nodebb-plugin-sso-smgraphics,https://github.com/darktrge/nodebb-plugin-sso-smgraphics,MIT,BSD-2-Clause,7
NPM/petjs,https://github.com/peteychuk/PetJs,"GPL-2.0+,MIT",LGPL-3.0,7
NPM/panto-logger,https://github.com/pantojs/panto-logger,MIT,Apache-2.0,7
NPM/spirited,https://github.com/spirit-js/spirit-router,MIT,ISC,7
NPM/hubot-keys,https://github.com/catops/hubot-keys,MIT,CC0-1.0,7
NPM/d3-tooltip-box,https://github.com/roncr/d3-tooltip-box,MIT,BSD-3-Clause,7
NPM/node-bsdiff-android,https://github.com/arthur-zhang/node-bsdiff-android,MIT,Apache-2.0,7
NPM/am-i-used,https://github.com/yamadapc/am-i-used,MIT,WTFPL,7
NPM/rxvalidation,https://github.com/iskandersierra/rxvalidation,MIT,AGPL-3.0,7
NPM/test-perf-summary,https://github.com/stasm/raptor-compare,MIT,ISC,7
NPM/stratumn-aws,https://github.com/stratumn/stratumn-aws,MIT,Apache-2.0,7
NPM/qnode-log,https://github.com/qiangyt/qnode-log,MIT,Apache-2.0,7
NPM/rand48,https://github.com/Sembiance/rand48,MIT,Unlicense,7
NPM/evercam,https://github.com/evercam/evercam-node,MIT,Apache-2.0,7
NPM/hostme-sdk-angular-mobile,https://github.com/HostMeApp/hostme-sdk-angular-mobile,MIT,Apache-2.0,7
NPM/ios-device,https://github.com/ziczhu/ios-device,MIT,GPL-3.0,7
NPM/angular-d3-promise,https://github.com/kristw/angular-d3-promise,MIT,Apache-2.0,7
NPM/daox-tokens,https://github.com/daonomic/daox-tokens,MIT,Apache-2.0,7
NPM/jsonql,https://github.com/PencilCode/jsonql,MIT,BSD-3-Clause,7
NPM/@exaprint/serverless-pr-remover,https://gitlab.com/L0gIn/serverless-pr-remover,MIT,GPL-3.0,7
NPM/generator-wabp,https://github.com/julmot/generator-wabp,MIT,GPL-3.0,7
NPM/logagent-filter-output-sql,https://github.com/megastef/logagent-filter-output-sql,MIT,Apache-2.0,7
NPM/leaflet-responsive-popup,https://github.com/yafred/leaflet-responsive-popup,MIT,BSD-2-Clause,7
NPM/@metaparticle/sync,https://github.com/metaparticle-io/container-lib,MIT,Apache-2.0,7
NPM/inspiration.js,https://github.com/isaacd9/inspiration,MIT,GPL-3.0,7
NPM/dumpme,https://github.com/kuzzleio/dumpme,MIT,Apache-2.0,7
NPM/stoneage-fileupload,https://github.com/signavio/stoneage-fileupload,MIT,GPL-3.0,7
NPM/instantmerchant-node,https://github.com/advisantgroup/instantmerchant-node,MIT,GPL-3.0,7
NPM/grommet-hpe-theme,https://github.com/grommet/grommet-hpe-theme,MIT,Apache-2.0,7
NPM/@hanzo/analytics.js,https://github.com/hanzoai/track.js,MIT,BSD-3-Clause,7
NPM/gulp-sentry-release-manager,https://github.com/vinhlh/gulp-sentry-release-manager,MIT,Apache-2.0,7
NPM/dapphub,https://github.com/dapphub/dapphub-registry,MIT,Apache-2.0,7
NPM/webpack-jetpack,https://github.com/scottdj92/webpack-jetpack,MIT,GPL-3.0,7
NPM/irislogic-openstack-sdk,https://github.com/siddrc/irislogic-openstack-sdk,MIT,GPL-3.0,7
NPM/backbone-partialput,https://github.com/effektif/backbone-partialput,MIT,BSD-3-Clause,7
NPM/runtimeerror.js,https://github.com/develsadvocates/runtimeerror.js,MIT,GPL-2.0,7
NPM/2d-engine,https://github.com/brandonheyer/2d-engine,MIT,GPL-3.0,7
NPM/aventadorjs,https://github.com/karlpatrickespiritu/aventadorjs,MIT,GPL-2.0,7
NPM/git-qflow,https://github.com/blaremc/qflow,MIT,Apache-2.0,7
NPM/fastjson_ref_resolver,https://github.com/ThinkingStudio/fastjson_ref_resolver,MIT,Apache-2.0,7
NPM/nu-testable,https://github.com/nulliel/nu-testable,MIT,GPL-3.0,7
NPM/sflux,https://github.com/pfzero/s-flux,MIT,BSD-3-Clause,7
NPM/prerender-clear-local-storage,https://github.com/hightail/prerender-clear-local-storage,MIT,ISC,7
NPM/patrulator,https://github.com/trex2000/patrulator,MIT,CC0-1.0,7
NPM/randia-reserv,https://github.com/Rand-IA/Reser-V,MIT,GPL-3.0,7
NPM/big-data-processor,https://github.com/vadimka123/big-data-processor,MIT,GPL-3.0,7
NPM/windowlicker,https://github.com/publicJorn/windowlicker,MIT,Apache-2.0,7
NPM/uupaa.compile.js,https://github.com/uupaa/Compile.js,MIT,Apache-2.0,7
NPM/bootstrap-for-ember,https://github.com/linstula/bootstrap-for-ember,MIT,Apache-2.0,7
NPM/uther,https://github.com/ffanfe/uther,MIT,CC0-1.0,7
NPM/thresh,https://github.com/talon/thresh,MIT,GPL-2.0,7
NPM/node-red-contrib-petduino,https://github.com/circuitbeard/node-red-contrib-petduino,MIT,ISC,7
NPM/stratumn-agent-js,https://github.com/stratumn/agent-js,MIT,Apache-2.0,7
NPM/microservicebus-core,https://github.com/axians/microservicebus-core,MIT,Apache-2.0,7
NPM/cantina-mysql,https://github.com/cantina/cantina-mysql,MIT,Apache-2.0,7
NPM/sn-persist,https://github.com/smithee-us/sn-persist,MIT,BSD-3-Clause,7
NPM/generator-angular-package,https://github.com/InfinitePress/generator-angular-package,MIT,GPL-2.0,7
NPM/CETEIcean,https://github.com/TEIC/CETEIcean,MIT,BSD-2-Clause,7
NPM/generator-ng-portlet,https://github.com/andrewstuart/generator-ng-portlet,MIT,Apache-2.0,7
NPM/cep-interface,https://github.com/fusepilot/create-cep-extension,MIT,BSD-3-Clause,7
NPM/jotform,https://github.com/jotform/jotform-api-nodejs,MIT,GPL-2.0,7
NPM/trustoss-spec,https://github.com/trustoss/spec,MIT,ISC,7
NPM/magic-mirror-module-freeboxmonitor,https://github.com/tataille/MMM-FreeBox-Monitor,MIT,Apache-2.0,7
NPM/key-value-conf,https://github.com/daper/key-value-conf,MIT,GPL-2.0,7
NPM/ng2-clockTST,https://github.com/Tyxz/ng2-clockTST,MIT,GPL-3.0,7
NPM/vk.js,https://github.com/lazyowl21/vk.js,MIT,GPL-3.0,7
NPM/gulp-vars,https://github.com/alanevEugene/gulp-vars,MIT,ISC,7
NPM/hubot-bro,https://github.com/statianzo/hubot-bro,MIT,BSD-3-Clause,7
NPM/rsuite-tag,https://github.com/rsuite/rsuite-tag,MIT,GPL-3.0,7
