Project,Repo,Project license,Repo License,Sourcerank
Rubygems/primix,https://github.com/Primix/Primix,MIT,Apache-2.0,6
Rubygems/cinch-rssmonitor,https://github.com/shazaum/cinch-rssmonitor,MIT,GPL-2.0,6
Rubygems/binda,https://github.com/lacolonia/binda,MIT,GPL-3.0,6
Rubygems/base64_attachment,https://github.com/benignware/base64_attachment,MIT,GPL-2.0,6
Rubygems/warden-jwt,https://github.com/digivizer/warden-jwt,MIT,GPL-3.0,6
Rubygems/nexus_client,https://github.com/logicminds/nexus-client,MIT,LGPL-2.1,6
Rubygems/time_range,https://github.com/boltnev/time_ranges,MIT,WTFPL,6
Rubygems/steam_tracks,https://github.com/bontscho/steamtracks-ruby,MIT,Apache-2.0,6
Rubygems/loadosophia-api,https://github.com/sponte/loadosophia-api,MIT,Apache-2.0,6
Rubygems/citysdk_webservice_met_office,https://github.com/foxdog-studios/citysdk-webservice-met-office,MIT,Apache-2.0,6
Rubygems/cometd-rails,https://github.com/lordkada/cometd-rails,MIT,Apache-2.0,6
Rubygems/rschema_hamster,https://github.com/dcrosby42/rschema_hamster,MIT,Apache-2.0,6
Rubygems/railswithfirephp,https://github.com/bluedeep/railswithfirephp,MIT,GPL-2.0,6
Rubygems/solr_sail,https://github.com/mguymon/solr_sail,MIT,Apache-2.0,6
Rubygems/doctor,https://github.com/estantevirtual/doctor,MIT,Apache-2.0,6
Rubygems/mineskin,https://github.com/unn4m3d/mineskin,MIT,Unlicense,6
Rubygems/eventql,https://github.com/eventql/eventql,MIT,AGPL-3.0,6
Rubygems/epom,https://github.com/kewelta/epom,MIT,LGPL-3.0,6
Rubygems/delayed_touch_associations,https://github.com/iwiznia/delayed_touch_associations,MIT,GPL-2.0,6
Rubygems/rack-polymer,https://github.com/yb66/rack-polymer,MIT,BSD-3-Clause,6
Rubygems/menu-cli,https://github.com/kurtisnelson/menu-cli,MIT,GPL-2.0,6
Rubygems/pandoc-jats-ruby,https://github.com/mfenner/pandoc-jats-ruby,MIT,GPL-2.0,6
Rubygems/tablr,https://github.com/durango/Tablr,MIT,BSD-3-Clause,6
Rubygems/mcapi-uuid,https://github.com/MC-API/uuid-ruby,MIT,GPL-2.0,6
Rubygems/thoth,https://github.com/rgrove/thoth,MIT,BSD-3-Clause,6
Rubygems/cqr,https://github.com/ivyl/cqr,"MIT,GPL-2.0",GPL-2.0,6
Rubygems/liquid_code,https://github.com/jooray/liquid_code,MIT,BSD-2-Clause,6
Rubygems/xget,https://github.com/takeiteasy/xget,MIT,BSD-3-Clause,6
Rubygems/triglav_client,https://github.com/triglav-dataflow/triglav-client-ruby,MIT,Apache-2.0,6
Rubygems/runicode,https://github.com/gerggggggg/runicode,MIT,BSD-3-Clause,6
Rubygems/featureflow-ruby-sdk,https://github.com/featureflow/featureflow-ruby-sdk,MIT,Apache-2.0,6
Rubygems/pure360,https://github.com/madetech/pure360,MIT,BSD-3-Clause,6
Rubygems/sitelink_generator,https://github.com/GSA/sitelink_generator,MIT,CC0-1.0,6
Rubygems/spreeference,https://github.com/hugomarquez/spreeference,MIT,BSD-3-Clause,6
Rubygems/smart_proxy_pulp_plugin,https://github.com/theforeman/smart_proxy_pulp,MIT,GPL-3.0,6
Rubygems/yieldbot-detailed-slack,https://github.com/yieldbot/nokturnus,MIT,GPL-2.0,6
Rubygems/grobber,https://github.com/rocketlobster/grobber,MIT,GPL-3.0,6
Rubygems/octocore-mongo,https://github.com/octoai/gem-octocore-mongo,MIT,Apache-2.0,6
Rubygems/insta_swag,https://github.com/workshare/insta_swag,MIT,GPL-3.0+,6
Rubygems/git_sme,https://github.com/sjaveed/git_sme,MIT,GPL-3.0,6
Rubygems/tifffile,https://github.com/kirillmakhonin/tifffile-ruby,MIT,GPL-3.0,6
Rubygems/ork-encryption,https://github.com/emancu/ork-encryption,MIT,Apache-2.0,6
Rubygems/multi_mappable,https://github.com/ucirvine/multi_mappable,MIT,BSD-3-Clause,6
Rubygems/yieldbot-detailed-pagerduty,https://github.com/yieldbot/corvus,MIT,GPL-2.0,6
Rubygems/ruby_gs,https://github.com/RainbowReich/ruby_gs,MIT,GPL-2.0,6
Rubygems/moltrio-config,https://github.com/tecnologiaenegocios/moltrio-config,MIT,Apache-2.0,6
Rubygems/megam_htmlentities,https://github.com/megamsys/htmlentities,MIT,Apache-2.0,6
Rubygems/dist_diff,https://github.com/AnwarShah/dist_diff,MIT,GPL-3.0,6
Rubygems/economics,https://github.com/CapSens/economics,MIT,BSD-3-Clause,5
Rubygems/chef-handler-slack-report-at-success,https://github.com/tinyspeck/chef-handler-slack,MIT,Apache-2.0,5
Rubygems/appveyor-api,https://github.com/damacus/appveyor-api,MIT,GPL-3.0,5
Rubygems/teamlab,https://github.com/ONLYOFFICE/onlyoffice_api_gem,MIT,AGPL-3.0,5
Rubygems/redis_locks,https://github.com/academia-edu/redis_locks,MIT,Apache-2.0,5
Rubygems/cql-instrumentation,https://github.com/SPBTV/cql-instrumentation,MIT,Apache-2.0,5
Rubygems/azure_mgmt_consumption,https://github.com/Azure/azure-sdk-for-ruby,MIT,Apache-2.0,5
Rubygems/extendi-instagram,https://github.com/facebookarchive/instagram-ruby-gem,MIT,BSD-3-Clause,5
Rubygems/rake_helper,https://github.com/Sage/rake_helper,MIT,Apache-2.0,5
Rubygems/wikiconvert,https://github.com/trmml/wikiconvert,MIT,Unlicense,5
Rubygems/twitter_ads,https://github.com/seevibes/twitter_ads,MIT,Apache-2.0,4
Rubygems/sword,https://github.com/yegortimoshenko/sword,MIT,ISC,4
Rubygems/complexity_assert,https://github.com/philou/complexity-assert,MIT,Apache-2.0,4
Rubygems/NpSearch,https://github.com/wurmlab/NpSearch,MIT,AGPL-3.0,3
Rubygems/Primix,https://github.com/Primix/Primix,MIT,Apache-2.0,2
Rubygems/lita-dm-notifier,https://github.com/mbainter/lita-dm-notifier,MIT,BSD-2-Clause,0
Rubygems/iupick,https://github.com/iupickmx/iupick-ruby,MIT,BSD-3-Clause,0
Rubygems/ansj_seg,https://github.com/NLPchina/ansj_seg,MIT,Apache-2.0,0
Rubygems/fde-rabbit-notification,https://github.com/fashion-data-exchange/rabbit-notification,MIT,Apache-2.0,0
Rubygems/yaml_converter,https://github.com/alexgonor/ruby-rails-course-2017,MIT,GPL-3.0,0
Rubygems/squids,https://github.com/iogf/squids,MIT,Apache-2.0,0
Rubygems/midnight,https://github.com/bluefuton/midnight,MIT,GPL-2.0,0
Rubygems/csgolytics,https://github.com/eventql/eventql,MIT,AGPL-3.0,0
Rubygems/composition,https://github.com/mirego/active_model_serializers_validator,MIT,BSD-3-Clause,0
Rubygems/yasp,https://github.com/rsheldiii/YASP,MIT,GPL-2.0,0
Rubygems/harvest_forecast,https://github.com/dwetteroth/harvest_forecast,MIT,GPL-3.0,0
Rubygems/solidus_klarna_payments,https://github.com/bitspire/solidus_klarna_payments,MIT,Apache-2.0,0
Rubygems/GiphyClient,https://github.com/Giphy/giphy-ruby-client,MIT,MPL-2.0,0
Rubygems/objectifyhash,https://github.com/sky-uk/objectifyhash,MIT,BSD-3-Clause,0
Rubygems/devTerm,https://github.com/aculligan/devterm,MIT,Apache-2.0,0
Rubygems/susi,https://github.com/fossasia/susi_server,MIT,LGPL-2.1,0
Rubygems/lek,https://github.com/pacharanero/lek,MIT,GPL-3.0,0
Rubygems/jekyll-theme-shoreline-docs,https://github.com/shoreline-chrism/shoreline-jekyll-theme-docs,MIT,CC0-1.0,0
